Fragment, Score
*NCc1cccnc1N(C)S(C)(=O)=O, 0.0009955066004392042
*c1ncc(*)c(NCc2cccnc2*)n1, 0.0009955066004392042
*NCc1cccnc1N(*)C, 0.0009955066004392042
*NCc1cccnc1N(*)*, 0.0009955066004392042
*N(C)S(C)(=O)=O, 0.0009955066004392042
*Cc1cccnc1*, 0.0009955066004392042
*Nc1ncc(*)c(NCc2cccnc2*)n1, 0.0009955066004392042
*c1cnc(Nc2ccc3c(c2)CC(=O)N3)nc1*, 0.0009955066004392042
*c1ncc(C(*)(*)*)c(NCc2cccnc2*)n1, 0.0009955066004392042
*Nc1ncc(C(*)(*)*)c(N*)n1, 0.0009955066004392042
*Nc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1*, 0.0009955066004392042
*CNc1nc(*)ncc1C(*)(*)*, 0.0009955066004392042
*c1ncc(*)c(NCc2cccnc2N(*)*)n1, 0.0009955066004392042
*c1ccc2c(c1)CC(=O)N2, 0.0009955066004392042
*c1ncc(C(*)(*)F)c(NCc2cccnc2N(*)C)n1, 0.0009955066004392042
*Nc1ncc(C(*)(F)F)c(NCc2cccnc2*)n1, 0.0009955066004392042
*Nc1ncc(C(*)(*)*)c(NCc2cccnc2*)n1, 0.0009955066004392042
*c1cccnc1N(*)C, 0.0009955066004392042
*c1ncc(C(*)(F)F)c(NCc2cccnc2N(*)*)n1, 0.0009955066004392042
*N(C)S(*)(=O)=O, 0.0009955066004392042
*CNc1nc(*)ncc1C(*)(*)F, 0.0009955066004392042
*c1ncc(C(*)(*)*)c(NCc2cccnc2N(*)C)n1, 0.0009955066004392042
*c1cccnc1N(*)S(*)(=O)=O, 0.0009955066004392042
*CNc1nc(N*)ncc1C(*)(*)*, 0.0009955066004392042
*Cc1cccnc1N(*)S(C)(=O)=O, 0.0009955066004392042
*N(*)S(C)(=O)=O, 0.0009955066004392042
*CNc1nc(*)ncc1*, 0.0009955066004392042
*NCc1cccnc1N(C)S(*)(=O)=O, 0.0009955066004392042
*Nc1ncc(C(*)(F)F)c(N*)n1, 0.0009955066004392042
*c1ncc(C(*)(*)F)c(NCc2cccnc2N(*)*)n1, 0.0009955066004392042
*Nc1ncc(C(*)(F)F)c(*)n1, 0.0009955066004392042
